strategy,display_name,cost_bps_one_way,period,Start,End,Total Return,CAGR,Max Drawdown,Volatility,Sharpe,Beta vs QQQ,Alpha Ann vs QQQ,Information Ratio vs QQQ,Up Capture vs QQQ,Down Capture vs QQQ,Turnover/Year,2022 Return,2023+ CAGR,Average TQQQ Weight,Average Idle Asset Weight,Average Cash Weight,TQQQ Days Share,Raw Gate True Share,Gate Active Share,Gate Flips/Year,family,overlay,overlay_description,idle_asset,entry_confirm_days,exit_confirm_days,income_mode,safe_haven_symbols
hybrid_tqqq::ma_stack_rsi_macd::boxx,hybrid_tqqq::ma_stack_rsi_macd::boxx,5.0,2022,2022-01-03,2022-12-30,-0.07278729004143925,-0.07361186557146238,-0.09215736446918166,0.07441577832804308,-0.9808263963703556,0.024250668186242667,-0.06464817031558036,0.8422283224125969,0.0,0.11733040460980114,0.7242601252313328,-0.07278729004143925,,0.005703846466749264,0.9442961535332508,0.05,0.00796812749003984,0.07569721115537849,0.0796812749003984,5.058864265927978,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,BOXX,2,2,attack_only,"('BOXX', 'CASH', 'BOXX')"
hybrid_tqqq::ma_stack_rsi_macd::boxx,hybrid_tqqq::ma_stack_rsi_macd::boxx,5.0,2023+,2023-01-03,2026-04-02,0.04283783747610692,0.013012767476063836,-0.26512495949106163,0.1847043793846525,0.16313223163771032,0.41481904931315516,-0.08145085072021144,-1.1821282607584995,0.2187502559993561,0.49553845141406666,11.232051088914108,,0.013012767476063836,0.21873972112472573,0.7312602788752742,0.05,0.3141104294478528,0.3079754601226994,0.3165644171779141,16.027848101265825,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,BOXX,2,2,attack_only,"('BOXX', 'CASH', 'BOXX')"
hybrid_tqqq::ma_stack_rsi_macd::boxx,hybrid_tqqq::ma_stack_rsi_macd::boxx,10.0,Full Sample,2018-01-02,2026-04-02,0.17840438710848772,0.0201064772788897,-0.33622323648291597,0.17715070287622106,0.2023984194482099,0.25866793547347167,-0.014278400076666567,-0.650762620646529,0.26950629784434715,0.35505911665241874,8.951527974716594,-0.07311927346720193,0.007324683496427342,0.18636558748759038,0.7636344125124095,0.05000000000000001,0.25940212150433944,0.29893924783027964,0.30327868852459017,14.30926294820717,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,BOXX,2,2,attack_only,"('BOXX', 'CASH', 'BOXX')"
hybrid_tqqq::ma_stack_rsi_macd::boxx,hybrid_tqqq::ma_stack_rsi_macd::boxx,10.0,2018-2021,2018-01-02,2021-12-31,0.24161685475344874,0.055672259383137135,-0.33622323648291597,0.18859125995089535,0.38300009725066075,0.27613307992930486,-0.0014796083673716404,-0.7804806838769367,0.3582807085285261,0.50214610436523,9.177905287371248,,,0.20517628002922314,0.7448237199707768,0.05,0.2777777777777778,0.3472222222222222,0.3482142857142857,15.27090472926662,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,BOXX,2,2,attack_only,"('BOXX', 'CASH', 'BOXX')"
hybrid_tqqq::ma_stack_rsi_macd::boxx,hybrid_tqqq::ma_stack_rsi_macd::boxx,10.0,2022,2022-01-03,2022-12-30,-0.07311927346720193,-0.0739474579714745,-0.09248241254602518,0.07441696873932618,-0.9856394752509381,0.024248357746476833,-0.06500830729702566,0.8411086867077746,0.0,0.11786555279482033,0.7242601252313328,-0.07311927346720193,,0.005703846466749264,0.9442961535332508,0.05,0.00796812749003984,0.07569721115537849,0.0796812749003984,5.058864265927978,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,BOXX,2,2,attack_only,"('BOXX', 'CASH', 'BOXX')"
hybrid_tqqq::ma_stack_rsi_macd::boxx,hybrid_tqqq::ma_stack_rsi_macd::boxx,10.0,2023+,2023-01-03,2026-04-02,0.023959783070373497,0.007324683496427342,-0.27081324235485016,0.18478388903135548,0.13257354039921992,0.4152427738143534,-0.08719861150880587,-1.210069675360051,0.20803015024315383,0.5099151743085257,11.232051088914108,,0.007324683496427342,0.21873972112472573,0.7312602788752742,0.05,0.3141104294478528,0.3079754601226994,0.3165644171779141,16.027848101265825,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,BOXX,2,2,attack_only,"('BOXX', 'CASH', 'BOXX')"
hybrid_tqqq::ma_stack_rsi_macd::qqq,hybrid_tqqq::ma_stack_rsi_macd::qqq,0.0,Full Sample,2018-01-02,2026-04-02,2.8580424104659854,0.17789277771370804,-0.37368345395931135,0.2747650042119271,0.7355630421703199,1.0879109534820846,-0.008745202304555662,0.0903896573491033,1.0944576801934285,1.1489607957520753,7.1463543675043635,-0.33488061218089127,0.24860807694178622,0.1489897648503267,0.8010102351496732,0.05000000000000001,0.25940212150433944,0.29893924783027964,0.30327868852459017,14.30926294820717,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,QQQ,2,2,attack_only,"('BOXX', 'CASH', 'QQQ')"
hybrid_tqqq::ma_stack_rsi_macd::qqq,hybrid_tqqq::ma_stack_rsi_macd::qqq,0.0,2018-2021,2018-01-02,2021-12-31,1.8224544117921977,0.29661536598292537,-0.3367820029255195,0.28828746955849893,1.0461304590301326,1.1070308165023524,0.006079045061699329,0.33347408675061385,1.1680837404252962,1.2273799870841013,7.941336277019075,,,0.1753480127237506,0.7746519872762493,0.05,0.2777777777777778,0.3472222222222222,0.3482142857142857,15.27090472926662,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,QQQ,2,2,attack_only,"('BOXX', 'CASH', 'QQQ')"
hybrid_tqqq::ma_stack_rsi_macd::qqq,hybrid_tqqq::ma_stack_rsi_macd::qqq,0.0,2022,2022-01-03,2022-12-30,-0.33488061218089127,-0.3380660892031879,-0.36228500399809405,0.31034824248648224,-1.1626948056475899,0.9612653612350704,-0.03022210403631617,-0.461671089535995,0.9513806613291448,1.001856485710582,0.5058864265927977,-0.33488061218089127,,0.00398406374501992,0.94601593625498,0.05,0.00796812749003984,0.07569721115537849,0.0796812749003984,5.058864265927978,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,QQQ,2,2,attack_only,"('BOXX', 'CASH', 'QQQ')"
hybrid_tqqq::ma_stack_rsi_macd::qqq,hybrid_tqqq::ma_stack_rsi_macd::qqq,0.0,2023+,2023-01-03,2026-04-02,1.055135466004038,0.24860807694178622,-0.281592140761897,0.24335338041984814,1.0373553347182223,1.1545075917497094,-0.05810682547597974,-0.18917840791001264,1.0256597464138908,1.2674654535340895,8.232729727217142,,0.24860807694178622,0.16104782266752998,0.78895217733247,0.05,0.3141104294478528,0.3079754601226994,0.3165644171779141,16.027848101265825,hybrid_growth_tqqq_attack_only,ma_stack_rsi_macd,MA20/MA60 stack plus RSI14 > 55 and MACD line above signal.,QQQ,2,2,attack_only,"('BOXX', 'CASH', 'QQQ')"
